id, name, date, time, page, OS name, OS version, browser name, browser version, duration, network, http Request, http response, build DOM, render, total resources, total resources size, total resources duration
0,Quality DevOPS Book,2022-09-04,23:36:02,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_1?crid=1ESN4OYF9TAPE&keywords=The+Digital+Quality+Handbook&qid=1662314756&sprefix=the+digital+quality+handbook%2Caps%2C786&sr=8-1,IOS,15.6.1,Safari,Empty,-8.0,41.0,199.0,2065.0,-2313.0,0.0,98,0,8218.0
0,Quality DevOPS Book,2022-09-04,23:39:26,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_1?crid=3KVRH0WINPSTH&keywords=The+Digital+Quality+Handbook&qid=1662314952&sprefix=the+digital+quality+handbook%2Caps%2C500&sr=8-1,WINDOWS,7,Chrome,105,7120.700000001118,3.0,135.59999999962747,2590.4000000003725,988.9000000003725,3327.9000000003725,254,3471434,67123.00000000745
0,Quality DevOPS Book,2022-09-04,23:39:37,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_1?crid=8YRFX9CRUFMK&keywords=The+Digital+Quality+Handbook&qid=1662314970&sprefix=the+digital+quality+handbook%2Caps%2C298&sr=8-1,WINDOWS,10,Chrome,105,4066.1999999999534,2.3999999999650754,121.30000000004657,2154.6999999999534,767.6000000000349,1003.8999999999651,261,2311838,11201.100000000093
0,Quality DevOPS Book,2022-09-04,23:39:39,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_1?crid=32LAGILQ5HMZJ&keywords=The+Digital+Quality+Handbook&qid=1662314971&sprefix=the+digital+quality+handbook%2Caps%2C240&sr=8-1,WINDOWS,10,Edge,105,3816.0,5.5,138.60000000009313,1674.5,931.3999999999069,1052.8000000002794,273,3715141,19711.899999999907
0,Quality DevOPS Book,2022-09-04,23:40:56,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_1?crid=13IPEWK10CT5L&keywords=The+Digital+Quality+Handbook&qid=1662315049&sprefix=the+digital+quality+handbook%2Caps%2C2394&sr=8-1,IOS,15.6.1,Safari,Empty,2614.0,14.0,176.0,1883.0,541.0,0.0,123,0,7594.999999999999
0,Quality DevOPS Book,2022-09-06,17:50:30,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_2?crid=3NKA5A4747VT1&keywords=The+Digital+Quality+Handbook&qid=1662466819&sprefix=the+digital+quality+handbook%2Caps%2C315&sr=8-2,WINDOWS,7,Chrome,105,6062.100000008941,11.5,160.5,3435.8999999910593,587.6000000089407,1713.2999999970198,193,2300180,84245.9999999404
0,Quality DevOPS Book,2022-09-06,17:50:43,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_2?crid=VA8MGNIY10BE&keywords=The+Digital+Quality+Handbook&qid=1662466832&sprefix=the+digital+quality+handbook%2Caps%2C376&sr=8-2,WINDOWS,10,Edge,105,4142.599999999977,3.0,131.5,2012.6999999999534,1243.7000000000698,742.2999999999302,267,4864761,15038.00000000035
0,Quality DevOPS Book,2022-09-06,17:51:11,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_1?crid=2QE13NPB0PADS&keywords=The+Digital+Quality+Handbook&qid=1662466861&sprefix=the+digital+quality+handbook%2Caps%2C419&sr=8-1,WINDOWS,10,Chrome,105,5148.699999999953,2.099999999976717,124.10000000009313,1264.0,1972.0,1749.7999999999302,244,3406140,12627.59999999986
0,Quality DevOPS Book,2022-09-06,17:52:44,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_2?crid=PL4ZAITYTBWL&keywords=The+Digital+Quality+Handbook&qid=1662466958&sprefix=the+digital+quality+handbook%2Caps%2C739&sr=8-2,IOS,15.6.1,Safari,Empty,-21.0,40.0,135.0,1981.0,-2177.0,0.0,100,0,28494.0
0,Quality DevOPS Book,2022-09-06,18:24:31,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_2?crid=1WIEQXQTSDUME&keywords=The+Digital+Quality+Handbook&qid=1662468859&sprefix=the+digital+quality+handbook%2Caps%2C541&sr=8-2,IOS,15.6.1,Safari,Empty,5446.0,50.0,155.00000000000003,1915.0,807.0,2518.0,201,0,19174.0
0,Quality DevOPS Book,2022-09-06,18:46:49,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_2?crid=3F729NNSFCRRK&keywords=The+Digital+Quality+Handbook&qid=1662470199&sprefix=the+digital+quality+handbook%2Caps%2C256&sr=8-2,WINDOWS,7,Chrome,105,3991.5999999999767,4.7999999999883585,138.19999999995343,2669.9000000000233,283.5,872.0999999999767,192,2329109,18518.799999999872
0,Quality DevOPS Book,2022-09-06,18:48:02,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_2?crid=1J0U14KBYFC8F&keywords=The+Digital+Quality+Handbook&qid=1662470273&sprefix=the+digital+quality+handbook%2Caps%2C606&sr=8-2,WINDOWS,10,Chrome,105,4723.599999999977,14.099999999976717,132.5,1774.5999999999767,1517.5,1251.0,194,2310703,18503.199999999895
0,Quality DevOPS Book,2022-09-06,18:48:26,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_2?crid=2AZZO1KFELUJO&keywords=The+Digital+Quality+Handbook&qid=1662470297&sprefix=the+digital+quality+handbook%2Caps%2C457&sr=8-2,WINDOWS,10,Edge,105,4024.4000000000233,4.900000000023283,123.29999999993015,1361.4000000000233,588.5,1927.0999999999767,181,2310266,13467.799999999814
0,Quality DevOPS Book,2022-09-06,18:49:01,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_2?crid=VIFE7RIK0UBB&keywords=The+Digital+Quality+Handbook&qid=1662470331&sprefix=the+digital+quality+handbook%2Caps%2C913&sr=8-2,IOS,15.6.1,Safari,Empty,4930.0,18.000000000000004,197.0,2636.0,2079.0,0.0,108,0,75428.0
